IL	il	Estimate	std_error	df	t_value	p_value	trait
IL09.1.2	9.1.2	0.29238633	0.255312169	126.9985633	1.145211104	0.254275275	iso_CPI
IL09.1.3	9.1.3	0.544579714	0.255312169	126.9985633	2.13299553	0.03484901	iso_CPI
IL09.2	9.2	0.351908688	0.255312169	126.9985633	1.378346711	0.170519645	iso_CPI
IL09.2.5	9.2.5	0.434828678	0.255312169	126.9985633	1.703125553	0.090990636	iso_CPI
IL09.2.6	9.2.6	0.230108743	0.255312169	126.9985633	0.901283884	0.369143445	iso_CPI
IL09.3	9.3	0.302945897	0.255312169	126.9985633	1.186570536	0.237612037	iso_CPI
IL09.3.1	9.3.1	0.095843754	0.255312169	126.9985633	0.375398301	0.707990516	iso_CPI
IL09.3.2	9.3.2	0.251688692	0.255312169	126.9985633	0.985807661	0.326101913	iso_CPI
IL01.1	1.1	-0.005454256	0.027616918	126.9951847	-0.19749692	0.843754451	mindex
IL01.1.2	1.1.2	0.075081248	0.027616918	126.9951847	2.718668558	0.007471461	mindex
IL01.1.3	1.1.3	0.110347229	0.039197495	127.1011791	2.815160254	0.005652639	mindex
IL01.2	1.2	-0.00534581	0.027616918	126.9951847	-0.193570106	0.84682177	mindex
IL01.3	1.3	0.052772702	0.030921377	127.0380958	1.706673753	0.090325955	mindex
IL01.4	1.4	0.066357797	0.027616918	126.9951847	2.402795138	0.017716848	mindex
IL01.4.18	1.4.18	0.046927554	0.027616918	126.9951847	1.699232082	0.091723791	mindex
IL10.1	10.1	-0.004915894	0.027616918	126.9951847	-0.178002994	0.85900425	mindex
IL10.1.1	10.1.1	0.005761138	0.030923361	127.0419176	0.18630376	0.852503721	mindex
IL10.2	10.2	0.047833501	0.027616918	126.9951847	1.732036135	0.085695175	mindex
IL10.2.2	10.2.2	0.043814582	0.027616918	126.9951847	1.586512341	0.11510998	mindex
IL10.3	10.3	0.060404798	0.027616918	126.9951847	2.187238905	0.030556451	mindex
IL11.1	11.1	-0.000200905	0.027616918	126.9951847	-0.007274725	0.994207076	mindex
IL11.2	11.2	0.055809676	0.030920881	127.0371397	1.804918712	0.073456018	mindex
IL11.3	11.3	-0.040272797	0.027616918	126.9951847	-1.458265417	0.147236096	mindex
IL11.4	11.4	-0.011092522	0.027616918	126.9951847	-0.401656756	0.688611771	mindex
IL11.4.1	11.4.1	0.025289707	0.027616918	126.9951847	0.915732409	0.36154284	mindex
IL12.1	12.1	0.028163827	0.030923361	127.0419176	0.910762148	0.364145539	mindex
IL12.1.1	12.1.1	-0.001220368	0.027616918	126.9951847	-0.04418914	0.964823045	mindex
IL12.2	12.2	-0.014682948	0.030923361	127.0419176	-0.474817341	0.635732399	mindex
IL12.3	12.3	0.022578268	0.027616918	126.9951847	0.817552047	0.415144219	mindex
IL12.3.1	12.3.1	0.007802481	0.027616918	126.9951847	0.282525403	0.778000621	mindex
IL12.4	12.4	0.012714941	0.027616918	126.9951847	0.460404058	0.646013596	mindex
IL12.4.1	12.4.1	0.013629391	0.027616918	126.9951847	0.493515997	0.622500437	mindex
IL02.1	2.1	0.009429977	0.027616918	126.9951847	0.341456538	0.733324247	mindex
IL02.1.1	2.1.1	0.004176626	0.027616918	126.9951847	0.151234343	0.880030832	mindex
IL02.3	2.3	0.029826578	0.027616918	126.9951847	1.08001107	0.282184085	mindex
IL02.4	2.4	-0.007610465	0.030923361	127.0419176	-0.246107306	0.805996353	mindex
IL02.5	2.5	0.029784616	0.027616918	126.9951847	1.078491664	0.282858613	mindex
IL02.6	2.6	0.048311133	0.027616918	126.9951847	1.749331042	0.082649603	mindex
IL02.6.5	2.6.5	0.05977929	0.030923361	127.0419176	1.933143346	0.055443358	mindex
IL03.1	3.1	0.055145749	0.027616918	126.9951847	1.996810361	0.047983851	mindex
IL03.2	3.2	0.153988033	0.027616918	126.9951847	5.575858652	1.41E-07	mindex
IL03.3	3.3	0.040104091	0.027616918	126.9951847	1.452156623	0.148924213	mindex
IL03.4	3.4	0.022578268	0.027616918	126.9951847	0.817552047	0.415144219	mindex
IL03.5	3.5	0.013629391	0.027616918	126.9951847	0.493515997	0.622500437	mindex
IL04.1	4.1	-0.005683267	0.027616918	126.9951847	-0.205789308	0.837285018	mindex
IL04.1.1	4.1.1	0.030072255	0.039195929	127.0988403	0.767229048	0.444368229	mindex
IL04.2	4.2	0.011353634	0.027616918	126.9951847	0.411111528	0.681683666	mindex
IL04.3	4.3	0.06239792	0.027616918	126.9951847	2.259409215	0.025562164	mindex
IL04.3.2	4.3.2	0.035596191	0.027616918	126.9951847	1.288926985	0.199766412	mindex
IL04.4	4.4	0.017863279	0.027616918	126.9951847	0.646823778	0.518913364	mindex
IL05.1	5.1	0.021558806	0.027616918	126.9951847	0.780637631	0.436468327	mindex
IL05.2	5.2	0.05977929	0.030923361	127.0419176	1.933143346	0.055443358	mindex
IL05.4	5.4	0.013629391	0.027616918	126.9951847	0.493515997	0.622500437	mindex
IL05.5	5.5	0.055906517	0.039195929	127.0988403	1.426334774	0.156223448	mindex
IL06.1	6.1	0.032745599	0.027616918	126.9951847	1.185707922	0.23795147	mindex
IL06.2	6.2	0.052426002	0.027616918	126.9951847	1.898329189	0.059922029	mindex
IL06.2.2	6.2.2	0.05091186	0.027616918	126.9951847	1.84350258	0.067586907	mindex
IL06.3	6.3	0.052295635	0.027616918	126.9951847	1.893608619	0.060551947	mindex
IL06.4	6.4	0.055841956	0.027616918	126.9951847	2.02201981	0.045275223	mindex
IL07.2	7.2	-0.000538362	0.027616918	126.9951847	-0.019493927	0.984477677	mindex
IL07.3	7.3	-0.015470054	0.027616918	126.9951847	-0.560165823	0.576353144	mindex
IL07.4	7.4	0.067611304	0.027616918	126.9951847	2.448184214	0.015723409	mindex
IL07.4.1	7.4.1	-5.75E-05	0.030921377	127.0380958	-0.001858061	0.998520397	mindex
IL07.5	7.5	0.007799047	0.027616918	126.9951847	0.282401064	0.778095733	mindex
IL07.5.5	7.5.5	-0.034782711	0.027616918	126.9951847	-1.259471128	0.210170074	mindex
IL08.1	8.1	-0.046591001	0.027616918	126.9951847	-1.687045612	0.094049431	mindex
IL08.1.1	8.1.1	0.012714941	0.027616918	126.9951847	0.460404058	0.646013596	mindex
IL08.1.3	8.1.3	0.030072255	0.039195929	127.0988403	0.767229048	0.444368229	mindex
IL08.2.1	8.2.1	0.02414838	0.027616918	126.9951847	0.874405311	0.383548179	mindex
IL08.3	8.3	-0.017493623	0.027616918	126.9951847	-0.633438646	0.527586369	mindex
IL08.3.1	8.3.1	0.033522104	0.027616918	126.9951847	1.213824924	0.227067156	mindex
IL09.1	9.1	0.041055256	0.027616918	126.9951847	1.486598028	0.139599511	mindex
IL09.1.2	9.1.2	-0.000538362	0.027616918	126.9951847	-0.019493927	0.984477677	mindex
IL09.1.3	9.1.3	0.011004646	0.027616918	126.9951847	0.398474802	0.690949382	mindex
IL09.2	9.2	-0.040501807	0.027616918	126.9951847	-1.466557804	0.144968293	mindex
IL09.2.5	9.2.5	-0.036659204	0.027616918	126.9951847	-1.327418323	0.186751687	mindex
IL09.2.6	9.2.6	0.0269558	0.027616918	126.9951847	0.976061114	0.330889788	mindex
IL09.3	9.3	-0.023999542	0.027616918	126.9951847	-0.869015912	0.38647783	mindex
IL09.3.1	9.3.1	0.019433391	0.027616918	126.9951847	0.703677042	0.482922104	mindex
IL09.3.2	9.3.2	0.064179365	0.027616918	126.9951847	2.323914801	0.021718544	mindex
IL01.1	1.1	0.00235689	0.118316316	126.9922587	0.019920248	0.984138257	pct_iso
IL01.1.2	1.1.2	0.281752721	0.118316316	126.9922587	2.381351365	0.018734331	pct_iso
IL01.1.3	1.1.3	0.513128036	0.167929986	127.0976828	3.055606966	0.002737664	pct_iso
IL01.2	1.2	-0.09029332	0.118316316	126.9922587	-0.763151886	0.446788183	pct_iso
IL01.3	1.3	0.502391237	0.13247333	127.034937	3.792395334	0.000229616	pct_iso
IL01.4	1.4	0.295168524	0.118316316	126.9922587	2.494740654	0.013888598	pct_iso
IL01.4.18	1.4.18	0.323827165	0.118316316	126.9922587	2.736961191	0.007090582	pct_iso
IL10.1	10.1	-0.125771426	0.118316316	126.9922587	-1.063009986	0.289794649	pct_iso
IL10.1.1	10.1.1	-0.055751312	0.132481837	127.0387395	-0.420822302	0.674595893	pct_iso
IL10.2	10.2	0.072991156	0.118316316	126.9922587	0.616915391	0.538394998	pct_iso
IL10.2.2	10.2.2	0.132261066	0.118316316	126.9922587	1.117859902	0.265737108	pct_iso
IL10.3	10.3	0.118140904	0.118316316	126.9922587	0.998517431	0.31992734	pct_iso
IL11.1	11.1	-0.196003829	0.118316316	126.9922587	-1.65660862	0.100067374	pct_iso
IL11.2	11.2	0.209868125	0.132471203	127.0339857	1.584254695	0.115622118	pct_iso
IL11.3	11.3	-0.230817131	0.118316316	126.9922587	-1.95084785	0.053277442	pct_iso
IL11.4	11.4	0.000196862	0.118316316	126.9922587	0.00166386	0.998675043	pct_iso
IL11.4.1	11.4.1	0.015333348	0.118316316	126.9922587	0.129596225	0.897090933	pct_iso
IL12.1	12.1	0.00657619	0.132481837	127.0387395	0.04963843	0.96048848	pct_iso
IL12.1.1	12.1.1	-0.029727048	0.118316316	126.9922587	-0.251250625	0.802026448	pct_iso
IL12.2	12.2	-0.127953283	0.132481837	127.0387395	-0.965817545	0.335970481	pct_iso
IL12.3	12.3	-0.220289743	0.118316316	126.9922587	-1.861871215	0.064932762	pct_iso
IL12.3.1	12.3.1	-0.079719936	0.118316316	126.9922587	-0.673786496	0.501671594	pct_iso
IL12.4	12.4	-0.005590554	0.118316316	126.9922587	-0.047250914	0.962387477	pct_iso
IL12.4.1	12.4.1	0.11352179	0.118316316	126.9922587	0.959477052	0.339141682	pct_iso
IL02.1	2.1	0.161557793	0.118316316	126.9922587	1.365473488	0.174518094	pct_iso
IL02.1.1	2.1.1	-0.036738742	0.118316316	126.9922587	-0.3105129	0.756679997	pct_iso
IL02.3	2.3	0.155430458	0.118316316	126.9922587	1.313685744	0.191320317	pct_iso
IL02.4	2.4	0.057969272	0.132481837	127.0387395	0.437563919	0.662445425	pct_iso
IL02.5	2.5	0.026962667	0.118316316	126.9922587	0.227886294	0.820101147	pct_iso
IL02.6	2.6	0.200529623	0.118316316	126.9922587	1.69486027	0.092552718	pct_iso
IL02.6.5	2.6.5	0.104263038	0.132481837	127.0387395	0.78699873	0.432748349	pct_iso
IL03.1	3.1	0.217814681	0.118316316	126.9922587	1.840952191	0.067962526	pct_iso
IL03.2	3.2	0.525426116	0.118316316	126.9922587	4.440859331	1.93E-05	pct_iso
IL03.3	3.3	0.010450927	0.118316316	126.9922587	0.088330399	0.929753221	pct_iso
IL03.4	3.4	0.016377969	0.118316316	126.9922587	0.138425279	0.890123581	pct_iso
IL03.5	3.5	0.150334013	0.118316316	126.9922587	1.270611005	0.206189863	pct_iso
IL04.1	4.1	0.115836309	0.118316316	126.9922587	0.979039183	0.329422048	pct_iso
IL04.1.1	4.1.1	-0.038013663	0.167923275	127.0953556	-0.226375186	0.821273296	pct_iso
IL04.2	4.2	-0.13029056	0.118316316	126.9922587	-1.101205349	0.272890137	pct_iso
IL04.3	4.3	-0.105360559	0.118316316	126.9922587	-0.89049898	0.374881976	pct_iso
IL04.3.2	4.3.2	-0.017729313	0.118316316	126.9922587	-0.149846732	0.881123266	pct_iso
IL04.4	4.4	-0.002710864	0.118316316	126.9922587	-0.022912006	0.981756426	pct_iso
IL05.1	5.1	-0.016930559	0.118316316	126.9922587	-0.143095725	0.886441384	pct_iso
IL05.2	5.2	0.101370718	0.132481837	127.0387395	0.765166908	0.445591313	pct_iso
IL05.4	5.4	0.085328844	0.118316316	126.9922587	0.721192536	0.472116696	pct_iso
IL05.5	5.5	0.363601585	0.167923275	127.0953556	2.165284029	0.032233677	pct_iso
IL06.1	6.1	0.223450378	0.118316316	126.9922587	1.888584648	0.061228494	pct_iso
IL06.2	6.2	0.070153858	0.118316316	126.9922587	0.592934775	0.554279248	pct_iso
IL06.2.2	6.2.2	0.12344237	0.118316316	126.9922587	1.043324995	0.298779838	pct_iso
IL06.3	6.3	0.077498152	0.118316316	126.9922587	0.655008152	0.513647203	pct_iso
IL06.4	6.4	0.115288776	0.118316316	126.9922587	0.974411471	0.33170472	pct_iso
IL07.2	7.2	0.115424597	0.118316316	126.9922587	0.975559419	0.331137519	pct_iso
IL07.3	7.3	-0.02450118	0.118316316	126.9922587	-0.207082007	0.836277497	pct_iso
IL07.4	7.4	0.159861656	0.118316316	126.9922587	1.351137875	0.179053535	pct_iso
IL07.4.1	7.4.1	-0.15986363	0.13247333	127.034937	-1.206760862	0.229766624	pct_iso
IL07.5	7.5	0.082377196	0.118316316	126.9922587	0.696245442	0.487547489	pct_iso
IL07.5.5	7.5.5	-0.04154958	0.118316316	126.9922587	-0.351173713	0.726039965	pct_iso
IL08.1	8.1	-0.28041023	0.118316316	126.9922587	-2.370004743	0.019293349	pct_iso
IL08.1.1	8.1.1	-0.056426382	0.118316316	126.9922587	-0.476911244	0.63424498	pct_iso
IL08.1.3	8.1.3	0.111598119	0.167923275	127.0953556	0.664578031	0.507524427	pct_iso
IL08.2.1	8.2.1	0.108941168	0.118316316	126.9922587	0.920762	0.358920522	pct_iso
IL08.3	8.3	-0.091851153	0.118316316	126.9922587	-0.776318569	0.439004402	pct_iso
IL08.3.1	8.3.1	0.105938467	0.118316316	126.9922587	0.895383415	0.372276179	pct_iso
IL09.1	9.1	0.218012244	0.118316316	126.9922587	1.842621979	0.067716441	pct_iso
IL09.1.2	9.1.2	0.019593111	0.118316316	126.9922587	0.165599397	0.868735562	pct_iso
IL09.1.3	9.1.3	0.268097426	0.118316316	126.9922587	2.265937914	0.025147793	pct_iso
IL09.2	9.2	-0.116453477	0.118316316	126.9922587	-0.984255436	0.326861445	pct_iso
IL09.2.5	9.2.5	-0.172540039	0.118316316	126.9922587	-1.458294554	0.147228136	pct_iso
IL09.2.6	9.2.6	0.021810143	0.118316316	126.9922587	0.184337578	0.854042677	pct_iso
IL09.3	9.3	-0.116862692	0.118316316	126.9922587	-0.987714085	0.325170862	pct_iso
IL09.3.1	9.3.1	-0.025340883	0.118316316	126.9922587	-0.214179106	0.830750909	pct_iso
IL09.3.2	9.3.2	-0.01021225	0.118316316	126.9922587	-0.086313119	0.931353451	pct_iso
IL01.1	1.1	-0.049771701	0.166980033	126.993798	-0.298069779	0.766137017	pct_anteiso
IL01.1.2	1.1.2	0.33675263	0.166980033	126.993798	2.016723941	0.045833181	pct_anteiso
IL01.1.3	1.1.3	0.462718299	0.236983256	127.1339145	1.952535828	0.053072187	pct_anteiso
IL01.2	1.2	0.004711386	0.166980033	126.993798	0.028215264	0.977534755	pct_anteiso
IL01.3	1.3	-0.158390787	0.186954579	127.0506644	-0.847215339	0.39846821	pct_anteiso
IL01.4	1.4	0.310082381	0.166980033	126.993798	1.85700276	0.065627591	pct_anteiso
IL01.4.18	1.4.18	0.076848387	0.166980033	126.993798	0.460225009	0.646141756	pct_anteiso
IL10.1	10.1	0.065281591	0.166980033	126.993798	0.390954477	0.696485999	pct_anteiso
IL10.1.1	10.1.1	0.057287643	0.186966117	127.0556201	0.306406548	0.759796663	pct_anteiso
IL10.2	10.2	0.298989789	0.166980033	126.993798	1.790572106	0.075744379	pct_anteiso
IL10.2.2	10.2.2	0.235059552	0.166980033	126.993798	1.40771054	0.16165989	pct_anteiso
IL10.3	10.3	0.415544088	0.166980033	126.993798	2.488585501	0.014119654	pct_anteiso
IL11.1	11.1	0.093025721	0.166980033	126.993798	0.557106855	0.578434979	pct_anteiso
IL11.2	11.2	0.22814111	0.186951694	127.0494243	1.220321173	0.22460334	pct_anteiso
IL11.3	11.3	-0.197580657	0.166980033	126.993798	-1.183259186	0.238916775	pct_anteiso
IL11.4	11.4	-0.185663745	0.166980033	126.993798	-1.111891898	0.268285138	pct_anteiso
IL11.4.1	11.4.1	0.201766423	0.166980033	126.993798	1.20832665	0.229166857	pct_anteiso
IL12.1	12.1	0.218767767	0.186966117	127.0556201	1.170093119	0.244153646	pct_anteiso
IL12.1.1	12.1.1	-0.007255551	0.166980033	126.993798	-0.043451609	0.965409785	pct_anteiso
IL12.2	12.2	-0.07584946	0.186966117	127.0556201	-0.40568559	0.685655992	pct_anteiso
IL12.3	12.3	0.321088988	0.166980033	126.993798	1.922918464	0.056729104	pct_anteiso
IL12.3.1	12.3.1	0.064776611	0.166980033	126.993798	0.387930283	0.698717111	pct_anteiso
IL12.4	12.4	0.125203849	0.166980033	126.993798	0.7498133	0.454753984	pct_anteiso
IL12.4.1	12.4.1	-0.004054598	0.166980033	126.993798	-0.024281935	0.980665836	pct_anteiso
IL02.1	2.1	-0.122327749	0.166980033	126.993798	-0.732589082	0.465159078	pct_anteiso
IL02.1.1	2.1.1	0.081026234	0.166980033	126.993798	0.485245051	0.628338579	pct_anteiso
IL02.3	2.3	0.104528662	0.166980033	126.993798	0.625994979	0.532441729	pct_anteiso
IL02.4	2.4	-0.142025879	0.186966117	127.0556201	-0.759634321	0.448880341	pct_anteiso
IL02.5	2.5	0.124728546	0.166980033	126.993798	0.746966834	0.45646432	pct_anteiso
IL02.6	2.6	0.229950522	0.166980033	126.993798	1.37711389	0.170899608	pct_anteiso
IL02.6.5	2.6.5	0.415072079	0.186966117	127.0556201	2.220039037	0.028189287	pct_anteiso
IL03.1	3.1	0.267685225	0.166980033	126.993798	1.603097213	0.111397529	pct_anteiso
IL03.2	3.2	0.725658103	0.166980033	126.993798	4.345777706	2.82E-05	pct_anteiso
IL03.3	3.3	0.32465627	0.166980033	126.993798	1.94428199	0.054072489	pct_anteiso
IL03.4	3.4	0.188655754	0.166980033	126.993798	1.12981026	0.26068565	pct_anteiso
IL03.5	3.5	-0.026359082	0.166980033	126.993798	-0.157857691	0.874819665	pct_anteiso
IL04.1	4.1	-0.202046404	0.166980033	126.993798	-1.210003378	0.228525073	pct_anteiso
IL04.1.1	4.1.1	0.338743246	0.236974153	127.1308966	1.429452291	0.155327022	pct_anteiso
IL04.2	4.2	0.159142274	0.166980033	126.993798	0.953061703	0.342369323	pct_anteiso
IL04.3	4.3	0.539124965	0.166980033	126.993798	3.22867924	0.001582947	pct_anteiso
IL04.3.2	4.3.2	0.315179597	0.166980033	126.993798	1.887528657	0.061371462	pct_anteiso
IL04.4	4.4	0.145412773	0.166980033	126.993798	0.870839287	0.385485126	pct_anteiso
IL05.1	5.1	0.212763617	0.166980033	126.993798	1.274185984	0.204924315	pct_anteiso
IL05.2	5.2	0.387667416	0.186966117	127.0556201	2.073463479	0.040149558	pct_anteiso
IL05.4	5.4	0.012176242	0.166980033	126.993798	0.07292035	0.941984226	pct_anteiso
IL05.5	5.5	0.154739603	0.236974153	127.1308966	0.652980931	0.514947694	pct_anteiso
IL06.1	6.1	0.047340345	0.166980033	126.993798	0.283509019	0.777248334	pct_anteiso
IL06.2	6.2	0.370028263	0.166980033	126.993798	2.216003057	0.028472433	pct_anteiso
IL06.2.2	6.2.2	0.300513198	0.166980033	126.993798	1.799695407	0.074282971	pct_anteiso
IL06.3	6.3	0.325564179	0.166980033	126.993798	1.94971922	0.053413376	pct_anteiso
IL06.4	6.4	0.334096313	0.166980033	126.993798	2.000815951	0.0475445	pct_anteiso
IL07.2	7.2	-0.209661895	0.166980033	126.993798	-1.255610574	0.211562517	pct_anteiso
IL07.3	7.3	-0.143168135	0.166980033	126.993798	-0.857396739	0.392840824	pct_anteiso
IL07.4	7.4	0.395047732	0.166980033	126.993798	2.365838153	0.019502281	pct_anteiso
IL07.4.1	7.4.1	0.142425639	0.186954579	127.0506644	0.761819477	0.447579621	pct_anteiso
IL07.5	7.5	-0.006474952	0.166980033	126.993798	-0.038776802	0.969129233	pct_anteiso
IL07.5.5	7.5.5	-0.342300715	0.166980033	126.993798	-2.049949981	0.042427645	pct_anteiso
IL08.1	8.1	-0.241648772	0.166980033	126.993798	-1.447171667	0.150312839	pct_anteiso
IL08.1.1	8.1.1	0.144625551	0.166980033	126.993798	0.86612482	0.388055111	pct_anteiso
IL08.1.3	8.1.3	0.142032952	0.236974153	127.1308966	0.599360521	0.54999914	pct_anteiso
IL08.2.1	8.2.1	0.062197243	0.166980033	126.993798	0.372483115	0.710154079	pct_anteiso
IL08.3	8.3	-0.108490657	0.166980033	126.993798	-0.649722334	0.517045095	pct_anteiso
IL08.3.1	8.3.1	0.156685517	0.166980033	126.993798	0.938348824	0.349846398	pct_anteiso
IL09.1	9.1	0.114464742	0.166980033	126.993798	0.685499579	0.494278163	pct_anteiso
IL09.1.2	9.1.2	-0.060074201	0.166980033	126.993798	-0.359768768	0.719617643	pct_anteiso
IL09.1.3	9.1.3	-0.267116061	0.166980033	126.993798	-1.59968864	0.11215262	pct_anteiso
IL09.2	9.2	-0.319171321	0.166980033	126.993798	-1.911434055	0.058202087	pct_anteiso
IL09.2.5	9.2.5	-0.239217132	0.166980033	126.993798	-1.432609208	0.154426562	pct_anteiso
IL09.2.6	9.2.6	0.210151962	0.166980033	126.993798	1.25854546	0.210503354	pct_anteiso
IL09.3	9.3	-0.140029349	0.166980033	126.993798	-0.838599364	0.403269861	pct_anteiso
IL09.3.1	9.3.1	0.147518407	0.166980033	126.993798	0.883449387	0.378662898	pct_anteiso
IL09.3.2	9.3.2	0.496663856	0.166980033	126.993798	2.974390699	0.003514529	pct_anteiso
